mortality_trend,cohort_effect,smoking_index,crude_rate,premium_band,postcode_score,tenure_months,marketing_segment,contact_recency,web_logins,paperless_score,call_centre_index,app_sessions,survey_score,annuity_60,life_exp_60,survival_to_80
-1.0921,-0.034,-0.3575,3.063,-2.265,-15.951,-6.175,6.245,-20.474,-1.56,2.496,-8.665,-0.285,7.214,-1.323,0.3036,-1.5461
0.616,-0.4039,-0.0928,0.296,-16.164,3.525,16.183,3.103,0.779,3.657,-11.978,-1.606,-3.198,0.736,0.3849,-0.2441,0.253
0.7359,0.3171,0.5313,1.739,-7.622,-3.997,-1.702,-16.088,-9.491,4.78,-6.422,-2.273,-18.246,-4.086,1.2106,-0.0678,0.9613
0.038,0.673,-0.4544,-2.885,6.126,4.348,-2.116,12.65,0.657,26.271,2.2,2.697,-2.046,-2.255,0.5734,1.2226,-0.4623
-0.0576,0.3553,0.5354,-7.87,6.669,-5.858,9.962,-2.108,-2.548,9.184,-8.866,-0.443,4.4,1.005,0.1889,0.0015,0.6256
0.3267,-1.0139,-0.247,-9.365,-7.245,1.2,-0.165,6.697,-5.581,8.223,-2.998,-12.387,4.249,3.41,-0.4901,-0.8455,-0.0816
1.5625,1.6571,0.3171,0.696,4.563,-2.599,1.618,-16.222,2.528,-9.521,5.98,-1.097,20.325,11.405,4.0016,1.4121,0.6275
0.5608,-0.763,1.9877,-4.491,-13.058,2.982,-3.565,6.632,-2.841,-8.657,2.891,7.29,-3.93,-1.666,-0.0641,-0.8929,2.524
0.5161,-0.8426,-0.4259,2.884,-11.639,-2.365,0.856,0.231,-4.183,-1.202,5.259,9.872,4.41,9.355,-0.2065,-0.4041,-0.1732
-0.6535,-1.1717,0.4708,-0.097,2.533,1.574,-8.218,7.129,2.584,3.551,-2.59,1.483,14.831,0.793,-1.5802,-1.5123,-0.0088
-0.0502,-0.15,-2.123,-12.22,0.399,1.904,-12.176,8.21,20.25,9.616,9.222,-0.015,14.344,2.34,-0.1711,3.5546,-2.3547
-0.0364,-0.8001,-0.9104,-13.627,7.034,-11.227,-12.901,-0.235,-10.069,-4.988,6.28,9.367,-14.656,1.333,-0.7589,0.371,-0.9964
1.0129,0.7059,0.3534,6.356,3.142,-5.704,6.614,13.844,4.537,16.476,7.737,-2.611,-4.975,2.667,2.078,0.3827,0.8158
0.7688,-1.5591,0.291,-0.643,-0.557,-9.173,-2.983,-0.763,4.197,-17.412,-8.62,0.217,-7.373,-4.191,-0.6782,-1.7636,0.6431
-0.6462,0.7456,-0.4415,2.968,-1.02,-24.465,2.201,2.712,1.48,11.417,-6.59,-8.853,-12.652,12.603,-0.3113,1.2829,-1.1275
-0.1468,-0.2225,0.5757,1.129,0.19,-3.753,-8.63,-3.908,-12.762,-11.305,0.052,6.043,-2.392,-6.81,-0.2955,-0.6165,0.5068
-1.0078,-0.0535,-0.817,-11.546,0.317,12.588,13.531,-0.717,17.165,-22.099,-8.375,7.576,7.511,9.248,-1.1973,0.953,-1.9323
-1.16,-1.4682,0.058,-4.589,1.841,-2.009,2.149,-0.019,4.66,8.577,1.879,0.26,-6.103,16.757,-2.0159,-1.4725,-1.1777
-0.2324,0.4349,-0.2561,3.07,3.685,0.094,-2.073,-5.639,-2.384,-14.271,-11.143,6.626,13.212,-1.03,0.0495,0.666,-0.4851
-0.3754,0.7639,1.5961,0.522,2.475,-9.595,-1.08,11.152,3.495,6.22,2.209,-9.188,0.572,3.072,0.1131,0.3571,1.356
1.2931,0.2017,0.2944,-0.856,3.614,-0.437,1.125,-18.362,-4.594,18.049,-12.181,-9.419,10.883,-3.43,1.8099,-0.0298,0.7495
-0.12,0.2398,-0.052,3.69,-0.449,-4.853,-5.758,-0.247,-4.903,0.678,-6.007,5.288,12.301,-4.738,0.0259,0.2238,-0.1524
-1.4331,0.9302,1.071,-2.451,0.421,1.714,9.166,-13.466,5.931,-0.099,-18.51,9.444,6.114,12.526,-1.3411,0.4389,-0.4329
-0.7731,0.9747,-0.0141,3.781,-14.02,-1.94,-2.241,-5.118,-0.817,-2.391,-6.307,-0.609,-19.616,3.827,-0.3828,0.9915,-0.7257
-1.6026,0.5229,0.1753,-5.51,13.056,5.995,-10.617,-5.993,3.098,-6.216,-8.021,-0.922,0.112,-5.758,-1.7862,0.4071,-1.7189
-1.1082,1.1024,-2.1683,-3.364,3.611,0.786,-2.734,5.211,-4.567,-11.952,0.983,-6.899,-2.85,1.68,-0.8551,4.9041,-3.4927
-0.4776,0.8482,1.5299,-3.145,10.049,10.783,1.743,-14.207,2.079,-4.656,-1.118,-5.762,-6.896,-3.67,-0.074,0.427,1.2543
-0.3828,0.8764,0.5028,-1.61,-3.103,6.415,-4.468,3.45,1.975,7.365,1.969,-13.726,1.378,-0.192,0.1524,0.4259,0.2391
-1.7388,-0.6125,0.2061,-5.28,-6.551,-1.908,-2.199,6.781,-8.273,-5.458,12.927,1.796,-2.177,5.154,-2.2616,-0.7297,-1.9083
-0.3331,0.799,0.2432,5.61,16.224,-14.157,12.373,-5.918,-4.089,-5.323,-2.912,1.458,-0.35,-11.257,0.1803,0.5967,-0.0062
0.7991,-0.8661,-0.3068,-10.899,18.041,10.51,1.047,3.548,-5.95,4.085,3.462,8.189,-8.554,-19.361,0.0915,-0.6267,0.0208
-0.2336,1.2899,-0.5359,-5.128,1.371,-10.909,0.12,-0.591,-6.575,-25.934,0.136,-4.162,0.159,-6.359,0.6841,1.945,-0.7743
-1.3127,-0.2433,-0.2635,0.097,3.076,3.469,0.556,2.96,-0.862,3.631,15.927,-3.752,0.419,1.895,-1.6996,-0.0446,-1.7084
-0.1592,-0.8934,-1.9336,-2.518,-6.148,-15.727,-5.211,16.677,-7.316,-7.094,5.594,-12.191,2.168,-14.239,-0.8882,2.2946,-2.205
-0.9042,2.1778,-0.2299,-2.607,-12.223,-10.175,-8.705,8.651,-3.304,-7.252,12.051,3.67,0.353,-8.48,0.1305,2.3769,-1.1834
-0.2705,-0.4334,0.1431,4.878,-6.136,-4.617,4.323,6.846,5.896,6.633,2.85,-23.444,12.011,-1.258,-0.692,-0.534,-0.1194
0.3731,-0.6312,-0.1583,-0.649,-0.339,-8.216,-12.557,2.204,4.715,-5.088,-2.594,-7.159,7.863,2.979,-0.0977,-0.4704,0.0742
0.543,-1.4818,0.3931,-1.598,-5.624,0.937,21.911,5.783,-11.192,0.666,2.814,-1.482,13.599,4.439,-0.7091,-1.7556,0.6531
1.1061,1.3188,0.0943,2.884,-1.974,7.02,6.911,-7.637,1.832,-3.547,14.551,-0.158,9.211,-11.25,2.7015,1.2282,0.4975
0.7766,-0.1549,-0.0086,2.373,-3.188,2.307,-9.375,3.321,-13.656,11.465,12.652,-6.283,-1.046,10.021,0.786,-0.1257,0.3099
1.2004,0.842,-1.1286,2.552,-3.886,6.203,10.469,-4.233,7.851,-13.237,-2.065,11.62,6.134,-10.553,2.4719,2.3571,-0.8723
0.2031,1.0964,1.3541,2.21,-3.492,1.128,1.556,-27.787,-5.892,-2.716,4.518,5.894,3.173,-26.497,1.1618,0.5805,1.5983
-0.716,-0.7775,2.6278,0.146,8.449,7.094,-24.15,-7.187,-0.014,0.859,-11.032,-3.65,-6.119,5.819,-1.3264,-0.3248,2.2788
-0.3315,1.2803,0.6177,0.94,-6.553,-5.684,2.898,1.455,-13.636,1.571,12.033,-2.988,-4.689,3.536,0.4962,0.8985,0.4022
-0.4173,0.8197,-1.1252,6.743,-9.005,-2.473,5.539,9.084,3.817,7.434,-10.873,-2.285,-4.976,3.118,0.0133,2.2646,-1.4741
0.0408,0.0429,1.225,-2.498,-6.566,2.42,-2.083,1.688,7.65,-15.002,7.144,-9.687,-3.083,-6.549,0.0552,-0.3952,1.4361
0.2791,1.0356,1.2931,2.525,12.874,12.518,-1.726,-11.712,-2.189,8.397,-10.836,0.307,-4.52,-15.233,1.349,0.4687,1.659
0.0507,0.1111,-1.3839,-5.635,-7.48,28.099,3.339,3.06,3.359,7.897,0.113,1.831,20.879,1.905,0.153,2.1688,-1.3981
-1.2058,1.6109,1.2223,7.051,-7.438,-4.197,3.403,-3.405,3.311,15.418,-4.192,7.087,3.733,-11.755,-0.797,1.064,0.0451
-0.4353,0.863,1.1504,1.42,-4.325,-0.174,6.375,-2.794,6.734,-1.736,-8.441,1.17,-1.657,6.875,0.1283,0.3409,0.9483
1.5971,1.8504,0.3456,-0.786,0.272,9.775,12,-5.007,-1.199,13.014,-5.224,-12.484,-0.066,-2.134,4.2706,1.5454,0.7666
1.4178,-0.4875,-0.8083,2.527,4.563,-3.383,-1.11,7.822,9.602,10.259,0.377,7.591,-0.055,-9.9,1.1004,0.5279,-0.4956
-0.8212,-0.8622,-0.7426,5.298,4.65,8.633,12.13,11.391,1.155,-0.495,0.55,-9.86,-11.8,-13.234,-1.4201,0.068,-1.6057
-1.0468,0.9289,1.0448,0.542,2.843,-2.3,7.586,-7.561,10.838,2.918,-2.813,-5.869,7.699,-2.405,-0.8021,0.4176,0.1117
1.2986,-0.9975,-1.2763,0.61,-4.639,0.434,-0.938,6.658,-8.917,11.345,28.297,-7.929,11.35,-7.389,0.4054,0.7945,-0.9745
-1.4949,0.5177,0.4126,-3.751,11.436,1.639,9.265,-16.671,-14.328,-9.575,4.155,-1.853,-1.073,-0.845,-1.5579,0.1792,-1.195
1.8537,-1.193,-0.0655,-8.073,5.513,0.651,-8.013,-0.676,-11.471,-0.016,-12.157,3.596,13.796,15.245,0.5832,-1.1049,0.1562
-0.8904,0.2554,0.287,-1.407,-4.549,-3.643,0.785,-4.973,-7.489,6.311,-18.481,12.532,-6.059,-2.106,-0.8883,-0.0144,-0.5695
-0.462,0.2228,1.8357,2.128,-2.099,-8.805,8.75,15.509,10.056,5.904,-1.118,-2.751,2.114,3.391,-0.4139,-0.1,1.5669
-0.0201,0.962,-1.9538,-0.302,-12.155,1.009,17.066,-0.592,-11.132,2.96,21.092,8.067,7.131,9.033,0.8062,4.2096,-2.1874
-1.1157,0.121,0.2763,7.12,4.747,-18.007,-2.84,-1.174,4.361,-0.771,5.694,-1.996,0.307,-1.032,-1.3014,-0.1524,-0.8567
-1.0528,-0.6781,0.9682,-2.594,4.35,0.639,-6.193,7.934,-15.947,2.141,-11.962,-2.194,-6.773,-8.903,-1.6027,-1.1767,0.0345
0.6268,-0.4681,0.2373,4.254,-9.119,-3.875,-7.211,-9.601,0.607,5.457,6.927,-5.698,6.047,-7.428,0.3077,-0.7343,0.5901
-0.0759,-0.1813,0.8877,-3.576,15.056,-11.929,5.743,1.408,15.14,4.58,-0.859,-7.876,3.006,3.829,-0.2344,-0.7003,0.8798
-0.9096,0.0223,-1.7017,-2.284,-12.169,-12.697,-11.444,-10.281,11.123,5.69,8.493,0.702,-1.866,-7.48,-1.0435,2.6595,-2.7369
0.3427,-0.6172,0.5883,13.991,5.383,1.791,-1.959,-13.507,-8.73,-9.939,-7.2,-8.144,2.78,-5.695,-0.1935,-0.9527,0.8197
-0.6445,0.1035,-2.5386,2.723,1.726,13.363,-9.78,-12.019,0.801,-6.491,-2.057,5.045,11.613,-3.801,-0.7349,5.0147,-3.3805
-1.5228,0.426,-0.0447,5.506,13.828,6.229,-0.593,8.725,3.471,-0.618,11.862,2.178,9.817,4.758,-1.6726,0.4781,-1.8097
-1.2028,0.0209,-0.1113,1.273,-14.873,-4.405,-9.385,2.33,-0.988,10.945,-0.732,-3.77,-0.633,5.939,-1.4411,0.1714,-1.3542
0.4513,0.2373,-0.2035,-1.539,-9.494,-5.108,-0.659,3.475,4.509,-2.858,-5.708,-6.852,0.415,7.458,0.7783,0.4924,0.0167
0.3044,1.1539,0.3555,5.864,10.014,2.695,1.508,-2.449,-3.778,6.723,-4.615,4.214,-8.693,6.946,1.3938,0.8799,0.6155
-1.2401,1.3499,-1.6512,5.089,-2.582,-1.219,16.142,0.3,-1.462,2.928,-2.771,-4.614,-8.489,5.84,-0.8833,3.8913,-3.1579
0.1912,-1.0573,0.6649,4.376,-2.743,-3.72,-1.158,12.506,1.346,-4.436,-1.299,5.417,-4.077,-1.031,-0.624,-1.4476,0.8407
-0.5598,0.4136,1.0608,1.84,3.157,-4.656,16.644,-1.382,-3.039,9.472,-12.243,6.592,-10.764,5.158,-0.4361,-0.0648,0.7228
-1.0308,-0.2751,0.8355,-0.556,0.893,-13.888,7.323,9.878,8.357,-6.964,-13.92,-15.39,10.313,-5.614,-1.393,-0.6732,-0.138
-1.1604,-0.196,0.2054,-5.672,6.548,13.623,-7.89,1.314,4.301,1.526,-7.611,3.94,-13.601,-6.5,-1.4888,-0.3812,-0.9839
-0.601,0.2578,2.3648,3.212,8.074,-1.666,-13.3,-8.054,-5.306,14.217,-1.709,6.727,9.411,-14.499,-0.5637,0.3845,2.0333
1.0991,-1.131,-0.2638,-1.263,-2.821,5.251,-10.542,-1.53,0.852,5.788,1.821,-6.678,-7.112,-4.731,-0.0164,-0.8465,0.1488
-2.0789,-0.0389,-0.5322,2.481,-5.022,14.906,3.152,-7.747,4.273,-4.903,3.093,-2.197,-20.307,-1.194,-2.4645,0.5621,-3.3626
-0.307,0.7521,-1.0049,1.373,-11.21,19.53,7.966,3.866,14.211,12.471,-15.778,13.16,1.214,9.895,0.2203,2.0974,-1.3524
0.6838,0.1071,1.3396,-5.387,-9.503,-5.701,13.178,-1.857,-1.607,6.484,5.191,4.988,-1.682,5.154,0.8701,-0.3599,1.8538
0.2241,-0.0858,0.737,8.542,-6.445,-0.098,-17.15,-1.531,-11.086,0.877,-2.638,-5.778,2.926,-7.815,0.1451,-0.5397,1.0038
2.2977,1.818,0.6018,7.929,-8.265,8.028,-0.045,4.184,-5.065,-4.19,-3.476,-0.039,-11.771,-1.883,5.5013,1.4778,0.7285
-1.0607,-1.1516,-0.5093,4.506,-5.958,4.36,9.091,12.582,-1.856,0.531,-10.048,11.49,-2.073,-6.254,-1.8225,-0.4759,-1.6228
0.1003,-2.0935,-2.5757,5.439,16.902,11.118,-0.263,15.506,-13.191,0.533,-6.616,-11.332,4.196,3.048,-1.65,2.8555,-2.7533
-0.1308,-0.1849,-0.3773,-3.33,12.579,14.493,2.468,10.309,4.22,-6.071,8.314,-3.389,-17.362,4.14,-0.2683,0.2342,-0.5264
-1.9098,-1.3819,0.7132,4.556,9.453,-7.381,8.615,1.997,-7.753,4.939,-6.526,2.806,-5.891,11.283,-2.6221,-1.8174,-1.6591
1.2339,-0.3611,0.0381,-3.567,-9.887,-8.136,17.291,7.617,-4.099,3.067,-1.821,7.388,2.953,-7.099,1.1125,-0.4191,0.4806
2.6891,-1.5019,0.564,0.957,-2.55,-13.673,8.044,6.962,-11.837,-5.333,0.425,4.762,2.571,6.181,0.7174,-1.8986,0.3842
-0.5676,0.8344,-1.5215,4.519,5.034,4.031,4.368,1.798,-15.47,-4.347,3.413,-11.971,-7.134,6.029,-0.2212,3.1091,-2.207
-0.7643,0.0986,-2.4696,-1.193,-0.898,8.575,-3.907,4.354,3.823,2.426,-14.469,-5.301,2.801,11.022,-0.9227,4.7952,-3.3872
-0.0764,-0.7209,1.0347,0.834,15.57,-2.363,10.204,-6.713,1.167,2.047,-3.781,1.864,-9.398,8.962,-0.6277,-1.2345,1.0699
-1.0108,0.7491,0.0303,0.782,-4.084,-1.764,-12.901,14.284,-3.979,6.759,4.898,1.537,-1.266,6.628,-0.9278,0.7227,-1.0438
0.0335,-0.0953,-0.9471,-5.336,-14.478,4.91,2.508,-1.518,11.88,5.763,-0.741,-5.988,-8.21,-8.453,-0.0832,1.0606,-1.0315
0.9258,-0.1049,1.4104,-2.905,8.346,-3.203,7.502,-0.074,4.261,0.843,-10.765,-0.893,-4.943,4.522,0.9823,-0.5369,1.9324
-0.931,-0.5215,-0.3927,-3.132,-6.986,-9.497,10.035,0.627,-9.009,-4.464,-0.65,11.425,5.689,1.316,-1.3036,-0.0579,-1.3245
2.3303,0.4086,0.6943,5.6,1.083,2.698,3.172,10.774,5.877,-2.814,-2.197,-3.161,6.763,4.61,3.3539,-0.0289,0.8084
-0.0837,-1.031,0.2004,-10.634,28.075,6,6.559,12.894,11.763,0.297,-2.687,-17.072,-0.488,-9.669,-0.8663,-1.2012,0.2299
-1.4935,-0.3729,1.1958,-5.049,-9.865,-11.854,3.252,-3.973,-9.627,-10.771,8.998,10.282,5.718,1.61,-1.8901,-0.9321,-0.4427
1.0136,1.4766,0.0865,4.332,-5.024,-2.344,10.842,-6.788,-8.424,8.985,-0.037,7.195,-17.941,-9.547,2.8602,1.4377,0.5239
-0.8537,0.0041,-0.7416,0.508,16.32,9.967,0.628,-4.75,-5.74,7.712,1.972,0.3,-6.427,1.561,-1.0062,0.9061,-1.5367
-0.6091,-0.1543,-0.4008,0.326,-2.134,12.752,4.813,3.478,-0.057,12.658,10.084,-4.089,11.181,0.565,-0.8518,0.2781,-0.9879
0.6818,0.1445,0.3542,1.718,10.987,12.597,3.246,3.553,7.133,-4.468,4.234,-4.202,-1.632,-2.805,0.9589,-0.0499,0.7043
-1.0377,-0.3165,0.0767,9.042,-7.616,-12.34,-13.661,-1.039,2.834,8.206,-1.094,-0.502,-4.689,-1.63,-1.4294,-0.4064,-0.9269
-0.5298,-0.0818,1.94,-2.214,9,-10.072,-0.03,-7.609,-0.986,-7.014,-15.808,4.312,3.63,3.047,-0.6995,-0.2918,1.7202
1.0657,0.5766,0.9242,-10.601,9.683,-5.945,-4.336,9.152,4.08,11.31,1.147,-10.677,5.664,1.933,1.9822,0.0145,1.3637
-0.7484,1.3976,-1.5457,-3.962,-7.328,3.505,0.491,-2.868,0.209,0.933,7.467,10.608,12.462,0.147,-0.1485,3.7746,-2.3166
0.9444,-1.3125,-1.2356,2.056,0.322,10.319,-1.766,-5.464,6.663,-13.946,13.252,3.4,-5.364,-2.036,-0.2468,0.4372,-0.9599
-0.0625,-0.9242,2.3203,-3.419,-1.402,-12.158,-1.576,1.853,-2.478,-5.239,11.491,-7.55,22.409,0.407,-0.8354,-0.8122,2.5801
-0.738,0.7135,-0.0583,-2.574,8.701,9.812,2.525,8.197,-9.338,-10.116,-9.026,6.929,9.24,0.518,-0.444,0.7979,-0.7977
1.8332,0.5562,-0.725,3.218,-0.516,9.031,-3.623,-3.421,-5.094,5.875,-8.656,-3.492,1.063,8.309,2.9248,1.4546,-0.4958
-0.7665,0.8415,-0.9112,-4.512,-0.433,-3.349,15.851,18.056,6.474,0.853,1.563,1.493,-0.8,5.737,-0.4495,1.981,-1.808
0.8144,0.4249,-0.1203,8.944,7.484,-13.346,-9.142,-13.117,-3.903,-12.044,-7.663,-5.504,-0.893,-7.706,1.4345,0.5929,0.2358
0.7873,-1.1525,-0.7873,-6.671,-11.743,-3.537,3.801,10.398,-6.392,-10.641,4.079,-8.384,10.033,-5.413,-0.2248,-0.2638,-0.4884
-0.64,-1.3362,-0.5599,6.742,-4.32,-10.461,2.101,1.209,0.362,13.386,-4.268,-0.246,4.51,-7.351,-1.472,-0.7519,-1.1931
-2.1583,0.4977,-0.6439,1.188,-0.883,-11.23,-6.946,-1.458,3.776,2.799,1.371,5.949,-1.497,7.232,-2.5014,1.302,-3.6116
0.9187,-0.5174,-1.871,-9.626,-10.168,-8.107,-3.761,-8.944,2.208,-0.114,2.211,3.072,-1.396,-3.074,0.5613,2.54,-1.6147
1.1966,-0.436,0.635,-0.824,-5.087,12.065,4.047,5.225,0.885,5.407,7.135,-3.378,-3.838,14.004,0.9003,-0.8339,1.0351
-0.5693,0.7263,-1.0611,-3.959,10.626,5.697,5.207,-6.197,2.635,6.479,6.971,-4.527,7.852,7.907,-0.1903,2.1521,-1.652
1.3793,0.5748,0.1776,6.529,-0.654,4.059,9.129,-2.679,5.564,-12.726,-7.319,11.159,-10.608,-10.446,2.3945,0.4322,0.55
3.0309,-0.2366,0.2065,0.521,4.132,-2.948,2.345,7.098,-10.919,-0.774,13.514,-7.988,7.754,-5.911,3.2337,-0.4612,-0.418
1.6997,-0.7846,-0.2823,1.27,4.756,-14.761,0.966,-0.265,-1.259,-1.367,-9.976,2.564,-12.306,-0.733,0.983,-0.4393,-0.0274
0.2027,-0.2596,-0.0572,-8.995,-13.579,0.278,-0.332,1.762,-16.31,5.538,1.804,2.691,1.171,4.662,-0.0043,-0.2645,0.1278
-0.2291,-0.7493,0.3984,0.017,-3.597,-2.047,-1.211,-7.055,3.38,-1.387,-2.817,-15.695,-5.491,-5.73,-0.8814,-1.0321,0.2413
-1.1199,-0.861,-0.6402,-15.637,0.825,15.168,-3.145,10.369,12.489,-9.295,-5.626,-0.934,-1.122,10.324,-1.8121,-0.095,-1.8431
0.4731,-0.9588,-0.8655,-0.529,15.919,-15.316,-6.388,-6.664,17.372,3.407,-4.665,0.405,1.159,-3.852,-0.37,0.1508,-0.6859
-0.1524,0.2971,-0.4165,1.17,-3.432,-1.722,21.047,-0.823,4.175,13.741,-3.606,-7.788,-11.818,6.857,0.0151,0.7644,-0.5853
2.4,1.129,0.2507,9.231,-3.936,11.014,-6.824,5.927,-6.662,-2.69,-9.094,0.857,-4.843,6.112,4.6238,0.95,0.2046
0.536,-0.0467,-0.1667,-6.367,-12.996,-6.526,-2.144,-8.585,-2.695,-11.956,3.909,8.319,-6.324,-15.583,0.5809,0.1242,0.0645
-1.4771,2.3216,-1.0139,-9.796,-2.349,3.444,10.607,12.739,1.698,-0.887,4.512,-9.913,1.775,-11.965,-0.9195,3.6786,-2.7556
-0.325,1.7902,-0.8343,-1.587,-0.887,1.199,-8.249,0.575,2.109,-3.916,15.288,-4.217,3.216,-7.81,0.8233,2.7694,-1.1734
0.97,0.0691,-0.049,-8.939,-4.199,6.955,11.613,-1.037,3.069,5.922,-7.572,-4.276,9.01,-5.497,1.2703,0.1105,0.2704
0.595,-0.9271,-0.4461,1.382,18.452,2.742,7.941,-2.767,-5.67,-5.543,-6.829,-3.146,2.25,-5.581,-0.2357,-0.4223,-0.2419
-1.031,0.5522,0.3091,-1.382,0.125,1.876,14.71,-4.431,7.741,9.644,4.632,-17.757,3.585,-7.296,-0.9626,0.3094,-0.6975
-0.5327,-2.2783,0.4334,3.062,1.243,0.203,-7.866,-0.08,-0.025,3.057,-1.967,-4.15,13.781,4.276,-2.112,-2.589,0.0189
-1.4217,0.9266,0.4898,-6.124,-3.061,2.82,4.954,8.884,1.027,5.229,4.118,1.236,6.466,4.724,-1.3828,0.5534,-1.136
-1.1052,-1.1905,-0.0269,-0.388,-18.577,9.388,12.396,3.72,-3.708,-3.518,-10.158,3.188,13.037,1.462,-1.9154,-1.1702,-1.1553
-0.5617,-0.2127,-0.1432,-2.372,-11.327,9.902,-5.727,-1.668,-16.833,-12.926,-1.26,-2.148,6.703,-8.646,-0.8174,-0.0974,-0.6552
-0.3795,1.456,0.4889,-0.134,8.451,0.239,-3.085,6.942,16.505,11.156,2.877,1.08,-4.829,4.765,0.5403,1.1807,0.216
0.6067,-0.4151,-0.0885,-2.545,2.52,7.497,0.532,-3.853,3.776,-5.764,12.819,-2.149,11.854,5.998,0.3434,-0.3266,0.2671
-0.1841,-0.4087,0.5726,6.335,-1.724,9.09,-10.741,-11.006,5.268,-0.193,5.42,14.557,4.754,12.309,-0.5589,-0.8342,0.5037
0.053,-1.0767,1.0276,1.888,8.753,-14.556,0.528,-3.028,-6.196,-1.08,4.737,0.112,6.488,10.657,-0.8758,-1.5308,1.232
1.1981,-0.4981,-0.9221,-5.296,-1.494,1.962,9.026,-6.902,4.009,4.493,-18.278,-8.907,6.774,-4.065,0.8781,0.656,-0.612
-0.6957,-1.0045,-1.3682,-6.011,4.611,12.523,10.243,1.115,-5.511,2.322,-12.374,-9.062,12.125,2.831,-1.4235,0.9204,-2.0715
-1.53,-0.6805,0.6706,0.208,9.292,3.84,-9.488,3.26,1.696,-4.123,-12.702,11.539,-7.489,-10.649,-2.0773,-1.1032,-1.0878
0.154,-0.004,0.5738,6.217,-7.886,-4.936,-7.575,1.836,3.109,1.651,-1.113,-2.546,-3.854,16.752,0.1332,-0.3307,0.7173
-1.6242,1.2588,-0.2539,-5.908,-5.865,-3.751,4.632,-21.001,-4.63,-3.846,4.828,4.186,-7.558,-4.824,-1.5797,1.4977,-2.1782
-0.3569,0.7372,-0.5747,1.555,0.872,-2.455,-5.771,11.982,0.012,-0.331,7.603,6.543,-10.352,-0.443,0.0082,1.3461,-0.949
-0.4442,-1.3673,-0.0041,1.612,-11.393,25.329,12.072,14.594,6.061,2.315,11.054,-1.709,-13.73,2.226,-1.4514,-1.3959,-0.4098
-1.2403,0.1752,0.4388,-7.056,12.427,2.792,-14.812,-9.003,8.121,-7.647,-3.295,-16.713,3.701,-0.23,-1.4045,-0.1266,-0.8614
-0.7622,-0.4838,-0.5503,6.434,8.329,6.706,10.263,-11.576,17.173,-11.595,4.078,13.03,-8.092,-18.364,-1.1082,0.1031,-1.2938
0.9218,1.2693,0.6959,7.392,-12.602,-6.79,9.921,-2.717,-8.573,-1.257,-8.093,-0.623,3.27,-2.512,2.4369,0.7641,1.1719
1.0059,-0.486,0.1712,5.85,-2.4,-5.051,17.378,10.486,-8.342,5.569,-17.222,-5.427,10.572,4.952,0.6683,-0.556,0.597
-1.6072,0.0557,2.3193,7.439,11.838,-19.073,-5.148,-6.783,-4.104,5.662,1.606,23.014,11.082,2.888,-1.9168,0.1375,0.6123
-0.9653,0.8781,-1.4381,4.089,8.135,14.396,-11.543,10.336,-12.622,-12.327,1.483,-3.214,10.38,-15.219,-0.6523,2.9597,-2.5031
0.6759,-1.028,-0.6437,-5.645,-2.405,0.076,-8.276,11.698,-14.086,1.831,2.288,17.187,-2.016,20.381,-0.1886,-0.2846,-0.329
-0.9232,-0.164,-1.3344,-7.421,2.403,-19.387,-11.15,-3.601,12.919,-2.4,-3.785,-4.075,-0.715,-13.086,-1.178,1.6831,-2.4092
0.3234,0.1036,-1.807,-2.795,-2.546,-2.677,0.451,0.253,3.86,-3.446,4.967,6.406,-9.246,10.477,0.4378,3.0398,-1.8071
3.1612,-1.3895,0.5318,-4.155,6.547,-9.743,0.599,0.659,5.498,2.656,-0.921,1.579,-4.582,-11.27,1.3348,-1.7676,-0.2005
-0.1655,1.3848,0.4596,-3.52,-3.925,-12.002,10.998,7.114,-15.647,1.417,-1.313,-4.358,4.942,-8.109,0.8352,1.0681,0.3935
-0.0721,-1.4855,-0.8959,7.931,7.387,1.733,4.133,4.88,-2,-8.947,-11.503,-1.226,4.878,5.061,-1.2145,-0.3258,-1.0716
0.3725,0.7941,-0.199,0.646,4.584,1.91,-12.552,4.211,-25.427,4.124,-1.927,4.056,4.487,2.53,1.2195,0.9383,0.0107
0.3106,2.6833,1.1811,6.86,-6.923,4.689,-1.122,9.644,-0.21,-4.689,-13.982,14.243,14.502,3.46,2.8207,2.0889,1.5218
0.365,-0.0272,-0.7371,-1.121,3.124,-5.527,-21.868,0.564,-2.786,3.837,-11.274,-4.871,-9.385,4.538,0.3729,0.7815,-0.6139
0.0753,-0.9071,0.4954,3.055,-0.188,-2.936,-14.772,-3.895,5.757,-7.039,-1.413,-9.974,-4.35,10.984,-0.5634,-1.2931,0.6344
-0.2011,1.1897,1.1371,4.966,7.655,-14.075,-3.203,-1.52,-0.76,-4.188,-3.38,-6.346,7.449,-0.518,0.5544,0.6101,1.1291
1.0787,-0.658,-1.2833,-5.452,-14.823,-5.412,8.91,-1.267,-4.838,2.157,-1.406,-2.12,3.45,2.727,0.5982,1.1672,-0.9828
0.0206,1.1314,0.0084,-5.42,-6.992,-0.339,-15.53,-5.658,-4.198,2.111,4.226,-10.203,-12.103,-4.022,0.9701,1.1198,-0.0424
-0.811,0.1833,-1.4855,-4.643,-5.5,0.463,-7.61,11.732,9.331,5.537,-14.449,7.458,-17.966,-19.056,-0.8068,2.3881,-2.3855
